sx,sz,rx,rz,t_obs
2000.0,8.0,1008.0,8.0,0.396
2000.0,8.0,1024.0,8.0,0.392
2000.0,8.0,1040.0,8.0,0.384
2000.0,8.0,1056.0,8.0,0.376
2000.0,8.0,1072.0,8.0,0.372
2000.0,8.0,1088.0,8.0,0.364
2000.0,8.0,1104.0,8.0,0.356
2000.0,8.0,1120.0,8.0,0.34800000000000003
2000.0,8.0,1136.0,8.0,0.34
2000.0,8.0,1152.0,8.0,0.0
2000.0,8.0,1168.0,8.0,0.0
2000.0,8.0,1184.0,8.0,0.0
2000.0,8.0,1200.0,8.0,0.312
2000.0,8.0,1216.0,8.0,0.304
2000.0,8.0,1232.0,8.0,0.0
2000.0,8.0,1248.0,8.0,0.292
2000.0,8.0,1264.0,8.0,0.28400000000000003
2000.0,8.0,1280.0,8.0,0.276
2000.0,8.0,1296.0,8.0,0.272
2000.0,8.0,1312.0,8.0,0.264
2000.0,8.0,1328.0,8.0,0.26
2000.0,8.0,1344.0,8.0,0.252
2000.0,8.0,1360.0,8.0,0.244
2000.0,8.0,1376.0,8.0,0.23600000000000002
2000.0,8.0,1392.0,8.0,0.232
2000.0,8.0,1408.0,8.0,0.228
2000.0,8.0,1424.0,8.0,0.22
2000.0,8.0,1440.0,8.0,0.216
2000.0,8.0,1456.0,8.0,0.20800000000000002
2000.0,8.0,1472.0,8.0,0.20400000000000001
2000.0,8.0,1488.0,8.0,0.2
2000.0,8.0,1504.0,8.0,0.192
2000.0,8.0,1520.0,8.0,0.188
2000.0,8.0,1536.0,8.0,0.18
2000.0,8.0,1552.0,8.0,0.17200000000000001
2000.0,8.0,1568.0,8.0,0.168
2000.0,8.0,1584.0,8.0,0.164
2000.0,8.0,1600.0,8.0,0.156
2000.0,8.0,1616.0,8.0,0.152
2000.0,8.0,1632.0,8.0,0.148
2000.0,8.0,1648.0,8.0,0.14400000000000002
2000.0,8.0,1664.0,8.0,0.14
2000.0,8.0,1680.0,8.0,0.132
2000.0,8.0,1696.0,8.0,0.128
2000.0,8.0,1712.0,8.0,0.12
2000.0,8.0,1728.0,8.0,0.116
2000.0,8.0,1744.0,8.0,0.112
2000.0,8.0,1760.0,8.0,0.108
2000.0,8.0,1776.0,8.0,0.10400000000000001
2000.0,8.0,1792.0,8.0,0.1
2000.0,8.0,1808.0,8.0,0.096
2000.0,8.0,1824.0,8.0,0.092
2000.0,8.0,1840.0,8.0,0.088
2000.0,8.0,1856.0,8.0,0.08
2000.0,8.0,1872.0,8.0,0.076
2000.0,8.0,1888.0,8.0,0.068
2000.0,8.0,1904.0,8.0,0.064
2000.0,8.0,1920.0,8.0,0.056
2000.0,8.0,1936.0,8.0,0.052000000000000005
2000.0,8.0,1952.0,8.0,0.044
2000.0,8.0,1968.0,8.0,0.04
2000.0,8.0,1984.0,8.0,0.036000000000000004
2000.0,8.0,2000.0,8.0,0.032
2000.0,8.0,2016.0,8.0,0.036000000000000004
2000.0,8.0,2032.0,8.0,0.04
2000.0,8.0,2048.0,8.0,0.044
2000.0,8.0,2064.0,8.0,0.048
2000.0,8.0,2080.0,8.0,0.056
2000.0,8.0,2096.0,8.0,0.064
2000.0,8.0,2112.0,8.0,0.07200000000000001
2000.0,8.0,2128.0,8.0,0.076
2000.0,8.0,2144.0,8.0,0.08
2000.0,8.0,2160.0,8.0,0.088
2000.0,8.0,2176.0,8.0,0.092
2000.0,8.0,2192.0,8.0,0.096
2000.0,8.0,2208.0,8.0,0.1
2000.0,8.0,2224.0,8.0,0.10400000000000001
2000.0,8.0,2240.0,8.0,0.108
2000.0,8.0,2256.0,8.0,0.116
2000.0,8.0,2272.0,8.0,0.124
2000.0,8.0,2288.0,8.0,0.128
2000.0,8.0,2304.0,8.0,0.136
2000.0,8.0,2320.0,8.0,0.14
2000.0,8.0,2336.0,8.0,0.148
2000.0,8.0,2352.0,8.0,0.152
2000.0,8.0,2368.0,8.0,0.152
2000.0,8.0,2384.0,8.0,0.156
2000.0,8.0,2400.0,8.0,0.16
2000.0,8.0,2416.0,8.0,0.164
2000.0,8.0,2432.0,8.0,0.168
2000.0,8.0,2448.0,8.0,0.17200000000000001
2000.0,8.0,2464.0,8.0,0.176
2000.0,8.0,2480.0,8.0,0.18
2000.0,8.0,2496.0,8.0,0.18
2000.0,8.0,2512.0,8.0,0.184
2000.0,8.0,2528.0,8.0,0.184
2000.0,8.0,2544.0,8.0,0.0
2000.0,8.0,2560.0,8.0,0.192
2000.0,8.0,2576.0,8.0,0.196
2000.0,8.0,2592.0,8.0,0.2
2000.0,8.0,2608.0,8.0,0.20400000000000001
2000.0,8.0,2624.0,8.0,0.20800000000000002
2000.0,8.0,2640.0,8.0,0.212
2000.0,8.0,2656.0,8.0,0.216
2000.0,8.0,2672.0,8.0,0.22
2000.0,8.0,2688.0,8.0,0.224
2000.0,8.0,2704.0,8.0,0.228
2000.0,8.0,2720.0,8.0,0.23600000000000002
2000.0,8.0,2736.0,8.0,0.23600000000000002
2000.0,8.0,2752.0,8.0,0.0
2000.0,8.0,2768.0,8.0,0.0
2000.0,8.0,2784.0,8.0,0.248
2000.0,8.0,2800.0,8.0,0.252
2000.0,8.0,2816.0,8.0,0.256
2000.0,8.0,2832.0,8.0,0.26
2000.0,8.0,2848.0,8.0,0.264
2000.0,8.0,2864.0,8.0,0.272
2000.0,8.0,2880.0,8.0,0.276
2000.0,8.0,2896.0,8.0,0.28
2000.0,8.0,2912.0,8.0,0.28400000000000003
2000.0,8.0,2928.0,8.0,0.28800000000000003
2000.0,8.0,2944.0,8.0,0.292
2000.0,8.0,2960.0,8.0,0.3
2000.0,8.0,2976.0,8.0,0.304
2000.0,8.0,2992.0,8.0,0.308
2000.0,8.0,3008.0,8.0,0.316
2000.0,8.0,3024.0,8.0,0.324
2000.0,8.0,3040.0,8.0,0.332
2000.0,8.0,3056.0,8.0,0.34
2000.0,8.0,3072.0,8.0,0.34800000000000003
2000.0,8.0,3088.0,8.0,0.356
2000.0,8.0,3104.0,8.0,0.364
2000.0,8.0,3120.0,8.0,0.372
2000.0,8.0,3136.0,8.0,0.0
2000.0,8.0,3152.0,8.0,0.388
2000.0,8.0,3168.0,8.0,0.396
2000.0,8.0,3184.0,8.0,0.404
2000.0,8.0,3200.0,8.0,0.41200000000000003
2000.0,8.0,3216.0,8.0,0.42
2000.0,8.0,3232.0,8.0,0.428
2000.0,8.0,3248.0,8.0,0.436
2000.0,8.0,3264.0,8.0,0.44
2000.0,8.0,3280.0,8.0,0.452
2000.0,8.0,3296.0,8.0,0.456
2000.0,8.0,3312.0,8.0,0.464
2000.0,8.0,3328.0,8.0,0.47200000000000003
2000.0,8.0,3344.0,8.0,0.0
2000.0,8.0,3360.0,8.0,0.488
2000.0,8.0,3376.0,8.0,0.496
2000.0,8.0,3392.0,8.0,0.5
2000.0,8.0,3408.0,8.0,0.508
2000.0,8.0,3424.0,8.0,0.516
2000.0,8.0,3440.0,8.0,0.0
2000.0,8.0,3456.0,8.0,0.0
2000.0,8.0,3472.0,8.0,0.544
2000.0,8.0,3488.0,8.0,0.0
2000.0,8.0,3504.0,8.0,0.0
2000.0,8.0,3520.0,8.0,0.0
2000.0,8.0,3536.0,8.0,0.0
2000.0,8.0,3552.0,8.0,0.0
2000.0,8.0,3568.0,8.0,0.0
2000.0,8.0,3584.0,8.0,0.0
2000.0,8.0,3600.0,8.0,0.608
2000.0,8.0,3616.0,8.0,0.616
2000.0,8.0,3632.0,8.0,0.624
2000.0,8.0,3648.0,8.0,0.628
2000.0,8.0,3664.0,8.0,0.0
2000.0,8.0,3680.0,8.0,0.648
2000.0,8.0,3696.0,8.0,0.652
2000.0,8.0,3712.0,8.0,0.664
2000.0,8.0,3728.0,8.0,0.672
2000.0,8.0,3744.0,8.0,0.68
2000.0,8.0,3760.0,8.0,0.684
2000.0,8.0,3776.0,8.0,0.6880000000000001
2000.0,8.0,3792.0,8.0,0.6960000000000001
2000.0,8.0,3808.0,8.0,0.704
2000.0,8.0,3824.0,8.0,0.716
2000.0,8.0,3840.0,8.0,0.724
2000.0,8.0,3856.0,8.0,0.74
2000.0,8.0,3872.0,8.0,0.756
2000.0,8.0,3888.0,8.0,0.78
2000.0,8.0,3904.0,8.0,0.792
2000.0,8.0,3920.0,8.0,0.804
2000.0,8.0,3936.0,8.0,0.0
2000.0,8.0,3952.0,8.0,0.0
2000.0,8.0,3968.0,8.0,0.0
2000.0,8.0,3984.0,8.0,0.0
2196.0,8.0,0.0,8.0,0.0
2196.0,8.0,16.0,8.0,0.932
2196.0,8.0,32.0,8.0,0.0
2196.0,8.0,48.0,8.0,0.0
2196.0,8.0,64.0,8.0,0.0
2196.0,8.0,80.0,8.0,0.0
2196.0,8.0,96.0,8.0,0.0
2196.0,8.0,112.0,8.0,0.0
2196.0,8.0,128.0,8.0,0.876
2196.0,8.0,144.0,8.0,0.868
2196.0,8.0,160.0,8.0,0.0
2196.0,8.0,176.0,8.0,0.852
2196.0,8.0,192.0,8.0,0.844
2196.0,8.0,208.0,8.0,0.836
2196.0,8.0,224.0,8.0,0.8320000000000001
2196.0,8.0,240.0,8.0,0.0
2196.0,8.0,256.0,8.0,0.0
2196.0,8.0,272.0,8.0,0.808
2196.0,8.0,288.0,8.0,0.804
2196.0,8.0,304.0,8.0,0.796
2196.0,8.0,320.0,8.0,0.788
2196.0,8.0,336.0,8.0,0.0
2196.0,8.0,352.0,8.0,0.0
2196.0,8.0,368.0,8.0,0.0
2196.0,8.0,384.0,8.0,0.756
2196.0,8.0,400.0,8.0,0.748
2196.0,8.0,416.0,8.0,0.74
2196.0,8.0,432.0,8.0,0.732
2196.0,8.0,448.0,8.0,0.728
2196.0,8.0,464.0,8.0,0.0
2196.0,8.0,480.0,8.0,0.0
2196.0,8.0,496.0,8.0,0.0
2196.0,8.0,512.0,8.0,0.7000000000000001
2196.0,8.0,528.0,8.0,0.6920000000000001
2196.0,8.0,544.0,8.0,0.0
2196.0,8.0,560.0,8.0,0.0
2196.0,8.0,576.0,8.0,0.0
2196.0,8.0,592.0,8.0,0.0
2196.0,8.0,608.0,8.0,0.0
2196.0,8.0,624.0,8.0,0.0
2196.0,8.0,640.0,8.0,0.636
2196.0,8.0,656.0,8.0,0.0
2196.0,8.0,672.0,8.0,0.0
2196.0,8.0,688.0,8.0,0.616
2196.0,8.0,704.0,8.0,0.608
2196.0,8.0,720.0,8.0,0.604
2196.0,8.0,736.0,8.0,0.592
2196.0,8.0,752.0,8.0,0.584
2196.0,8.0,768.0,8.0,0.5760000000000001
2196.0,8.0,784.0,8.0,0.5640000000000001
2196.0,8.0,800.0,8.0,0.56
2196.0,8.0,816.0,8.0,0.0
2196.0,8.0,832.0,8.0,0.0
2196.0,8.0,848.0,8.0,0.54
2196.0,8.0,864.0,8.0,0.0
2196.0,8.0,880.0,8.0,0.528
2196.0,8.0,896.0,8.0,0.52
2196.0,8.0,912.0,8.0,0.512
2196.0,8.0,928.0,8.0,0.0
2196.0,8.0,944.0,8.0,0.0
2196.0,8.0,960.0,8.0,0.0
2196.0,8.0,976.0,8.0,0.48
2196.0,8.0,992.0,8.0,0.47200000000000003
2196.0,8.0,1008.0,8.0,0.464
2196.0,8.0,1024.0,8.0,0.456
2196.0,8.0,1040.0,8.0,0.452
2196.0,8.0,1056.0,8.0,0.444
2196.0,8.0,1072.0,8.0,0.44
2196.0,8.0,1088.0,8.0,0.432
2196.0,8.0,1104.0,8.0,0.424
2196.0,8.0,1120.0,8.0,0.41600000000000004
2196.0,8.0,1136.0,8.0,0.40800000000000003
2196.0,8.0,1152.0,8.0,0.4
2196.0,8.0,1168.0,8.0,0.0
2196.0,8.0,1184.0,8.0,0.0
2196.0,8.0,1200.0,8.0,0.0
2196.0,8.0,1216.0,8.0,0.368
2196.0,8.0,1232.0,8.0,0.364
2196.0,8.0,1248.0,8.0,0.356
2196.0,8.0,1264.0,8.0,0.34800000000000003
2196.0,8.0,1280.0,8.0,0.34400000000000003
2196.0,8.0,1296.0,8.0,0.336
2196.0,8.0,1312.0,8.0,0.332
2196.0,8.0,1328.0,8.0,0.324
2196.0,8.0,1344.0,8.0,0.0
2196.0,8.0,1360.0,8.0,0.0
2196.0,8.0,1376.0,8.0,0.0
2196.0,8.0,1392.0,8.0,0.3
2196.0,8.0,1408.0,8.0,0.292
2196.0,8.0,1424.0,8.0,0.28400000000000003
2196.0,8.0,1440.0,8.0,0.28
2196.0,8.0,1456.0,8.0,0.276
2196.0,8.0,1472.0,8.0,0.272
2196.0,8.0,1488.0,8.0,0.264
2196.0,8.0,1504.0,8.0,0.256
2196.0,8.0,1520.0,8.0,0.252
2196.0,8.0,1536.0,8.0,0.244
2196.0,8.0,1552.0,8.0,0.24
2196.0,8.0,1568.0,8.0,0.232
2196.0,8.0,1584.0,8.0,0.228
2196.0,8.0,1600.0,8.0,0.22
2196.0,8.0,1616.0,8.0,0.216
2196.0,8.0,1632.0,8.0,0.212
2196.0,8.0,1648.0,8.0,0.20800000000000002
2196.0,8.0,1664.0,8.0,0.20400000000000001
2196.0,8.0,1680.0,8.0,0.196
2196.0,8.0,1696.0,8.0,0.192
2196.0,8.0,1712.0,8.0,0.188
2196.0,8.0,1728.0,8.0,0.184
2196.0,8.0,1744.0,8.0,0.176
2196.0,8.0,1760.0,8.0,0.17200000000000001
2196.0,8.0,1776.0,8.0,0.168
2196.0,8.0,1792.0,8.0,0.164
2196.0,8.0,1808.0,8.0,0.16
2196.0,8.0,1824.0,8.0,0.156
2196.0,8.0,1840.0,8.0,0.152
2196.0,8.0,1856.0,8.0,0.148
2196.0,8.0,1872.0,8.0,0.14
2196.0,8.0,1888.0,8.0,0.136
2196.0,8.0,1904.0,8.0,0.132
2196.0,8.0,1920.0,8.0,0.124
2196.0,8.0,1936.0,8.0,0.12
2196.0,8.0,1952.0,8.0,0.112
2196.0,8.0,1968.0,8.0,0.108
2196.0,8.0,1984.0,8.0,0.1
2196.0,8.0,2000.0,8.0,0.096
2196.0,8.0,2016.0,8.0,0.092
2196.0,8.0,2032.0,8.0,0.088
2196.0,8.0,2048.0,8.0,0.084
2196.0,8.0,2064.0,8.0,0.076
2196.0,8.0,2080.0,8.0,0.07200000000000001
2196.0,8.0,2096.0,8.0,0.064
2196.0,8.0,2112.0,8.0,0.06
2196.0,8.0,2128.0,8.0,0.052000000000000005
2196.0,8.0,2144.0,8.0,0.044
2196.0,8.0,2160.0,8.0,0.04
2196.0,8.0,2176.0,8.0,0.036000000000000004
2196.0,8.0,2192.0,8.0,0.032
2196.0,8.0,2208.0,8.0,0.036000000000000004
2196.0,8.0,2224.0,8.0,0.04
2196.0,8.0,2240.0,8.0,0.04
2196.0,8.0,2256.0,8.0,0.048
2196.0,8.0,2272.0,8.0,0.056
2196.0,8.0,2288.0,8.0,0.064
2196.0,8.0,2304.0,8.0,0.07200000000000001
2196.0,8.0,2320.0,8.0,0.08
2196.0,8.0,2336.0,8.0,0.084
2196.0,8.0,2352.0,8.0,0.088
2196.0,8.0,2368.0,8.0,0.092
2196.0,8.0,2384.0,8.0,0.096
2196.0,8.0,2400.0,8.0,0.096
2196.0,8.0,2416.0,8.0,0.1
2196.0,8.0,2432.0,8.0,0.10400000000000001
2196.0,8.0,2448.0,8.0,0.112
2196.0,8.0,2464.0,8.0,0.116
2196.0,8.0,2480.0,8.0,0.12
2196.0,8.0,2496.0,8.0,0.12
2196.0,8.0,2512.0,8.0,0.124
2196.0,8.0,2528.0,8.0,0.124
2196.0,8.0,2544.0,8.0,0.128
2196.0,8.0,2560.0,8.0,0.132
2196.0,8.0,2576.0,8.0,0.136
2196.0,8.0,2592.0,8.0,0.14
2196.0,8.0,2608.0,8.0,0.14400000000000002
2196.0,8.0,2624.0,8.0,0.148
2196.0,8.0,2640.0,8.0,0.152
2196.0,8.0,2656.0,8.0,0.156
2196.0,8.0,2672.0,8.0,0.16
2196.0,8.0,2688.0,8.0,0.164
2196.0,8.0,2704.0,8.0,0.168
2196.0,8.0,2720.0,8.0,0.17200000000000001
2196.0,8.0,2736.0,8.0,0.176
2196.0,8.0,2752.0,8.0,0.184
2196.0,8.0,2768.0,8.0,0.188
2196.0,8.0,2784.0,8.0,0.192
2196.0,8.0,2800.0,8.0,0.196
2196.0,8.0,2816.0,8.0,0.2
2196.0,8.0,2832.0,8.0,0.20400000000000001
2196.0,8.0,2848.0,8.0,0.20800000000000002
2196.0,8.0,2864.0,8.0,0.212
2196.0,8.0,2880.0,8.0,0.22
2196.0,8.0,2896.0,8.0,0.224
2196.0,8.0,2912.0,8.0,0.228
2196.0,8.0,2928.0,8.0,0.232
2196.0,8.0,2944.0,8.0,0.0
2196.0,8.0,2960.0,8.0,0.24
2196.0,8.0,2976.0,8.0,0.248
2196.0,8.0,2992.0,8.0,0.404
2196.0,8.0,3008.0,8.0,0.40800000000000003
2196.0,8.0,3024.0,8.0,0.264
2196.0,8.0,3040.0,8.0,0.272
2196.0,8.0,3056.0,8.0,0.28
2196.0,8.0,3072.0,8.0,0.28400000000000003
2196.0,8.0,3088.0,8.0,0.292
2196.0,8.0,3104.0,8.0,0.3
2196.0,8.0,3120.0,8.0,0.308
2196.0,8.0,3136.0,8.0,0.0
2196.0,8.0,3152.0,8.0,0.0
2196.0,8.0,3168.0,8.0,0.0
2196.0,8.0,3184.0,8.0,0.34
2196.0,8.0,3200.0,8.0,0.352
2196.0,8.0,3216.0,8.0,0.356
2196.0,8.0,3232.0,8.0,0.364
2196.0,8.0,3248.0,8.0,0.372
2196.0,8.0,3264.0,8.0,0.38
2196.0,8.0,3280.0,8.0,0.0
2196.0,8.0,3296.0,8.0,0.0
2196.0,8.0,3312.0,8.0,0.0
2196.0,8.0,3328.0,8.0,0.40800000000000003
2196.0,8.0,3344.0,8.0,0.41600000000000004
2196.0,8.0,3360.0,8.0,0.0
2196.0,8.0,3376.0,8.0,0.0
2196.0,8.0,3392.0,8.0,0.0
2196.0,8.0,3408.0,8.0,0.0
2196.0,8.0,3424.0,8.0,0.0
2196.0,8.0,3440.0,8.0,0.0
2196.0,8.0,3456.0,8.0,0.0
2196.0,8.0,3472.0,8.0,0.484
2196.0,8.0,3488.0,8.0,0.488
2196.0,8.0,3504.0,8.0,0.492
2196.0,8.0,3520.0,8.0,0.5
2196.0,8.0,3536.0,8.0,0.504
2196.0,8.0,3552.0,8.0,0.0
2196.0,8.0,3568.0,8.0,0.0
2196.0,8.0,3584.0,8.0,0.0
2196.0,8.0,3600.0,8.0,0.54
2196.0,8.0,3616.0,8.0,0.544
2196.0,8.0,3632.0,8.0,0.552
2196.0,8.0,3648.0,8.0,0.56
2196.0,8.0,3664.0,8.0,0.5720000000000001
2196.0,8.0,3680.0,8.0,0.58
2196.0,8.0,3696.0,8.0,0.0
2196.0,8.0,3712.0,8.0,0.0
2196.0,8.0,3728.0,8.0,0.0
2196.0,8.0,3744.0,8.0,0.0
2196.0,8.0,3760.0,8.0,0.628
2196.0,8.0,3776.0,8.0,0.64
2196.0,8.0,3792.0,8.0,0.64
2196.0,8.0,3808.0,8.0,0.644
2196.0,8.0,3824.0,8.0,0.648
2196.0,8.0,3840.0,8.0,0.0
2196.0,8.0,3856.0,8.0,0.0
2196.0,8.0,3872.0,8.0,0.0
2196.0,8.0,3888.0,8.0,0.0
2196.0,8.0,3904.0,8.0,0.684
2196.0,8.0,3920.0,8.0,0.6880000000000001
2196.0,8.0,3936.0,8.0,0.0
2196.0,8.0,3952.0,8.0,0.0
2196.0,8.0,3968.0,8.0,0.0
2196.0,8.0,3984.0,8.0,0.716
2392.0,8.0,0.0,8.0,1.02
2392.0,8.0,16.0,8.0,1.016
2392.0,8.0,32.0,8.0,1.004
2392.0,8.0,48.0,8.0,0.996
2392.0,8.0,64.0,8.0,0.984
2392.0,8.0,80.0,8.0,0.976
2392.0,8.0,96.0,8.0,0.964
2392.0,8.0,112.0,8.0,0.96
2392.0,8.0,128.0,8.0,0.9520000000000001
2392.0,8.0,144.0,8.0,0.0
2392.0,8.0,160.0,8.0,0.0
2392.0,8.0,176.0,8.0,0.0
2392.0,8.0,192.0,8.0,0.0
2392.0,8.0,208.0,8.0,0.92
2392.0,8.0,224.0,8.0,0.908
2392.0,8.0,240.0,8.0,0.896
2392.0,8.0,256.0,8.0,0.888
2392.0,8.0,272.0,8.0,0.88
2392.0,8.0,288.0,8.0,0.872
2392.0,8.0,304.0,8.0,0.868
2392.0,8.0,320.0,8.0,0.86
2392.0,8.0,336.0,8.0,0.852
2392.0,8.0,352.0,8.0,0.0
2392.0,8.0,368.0,8.0,0.8320000000000001
2392.0,8.0,384.0,8.0,0.8240000000000001
2392.0,8.0,400.0,8.0,0.8200000000000001
2392.0,8.0,416.0,8.0,0.812
2392.0,8.0,432.0,8.0,0.0
2392.0,8.0,448.0,8.0,0.0
2392.0,8.0,464.0,8.0,0.788
2392.0,8.0,480.0,8.0,0.78
2392.0,8.0,496.0,8.0,0.776
2392.0,8.0,512.0,8.0,0.772
2392.0,8.0,528.0,8.0,0.764
2392.0,8.0,544.0,8.0,0.0
2392.0,8.0,560.0,8.0,0.0
2392.0,8.0,576.0,8.0,0.74
2392.0,8.0,592.0,8.0,0.728
2392.0,8.0,608.0,8.0,0.72
2392.0,8.0,624.0,8.0,0.712
2392.0,8.0,640.0,8.0,0.0
2392.0,8.0,656.0,8.0,0.0
2392.0,8.0,672.0,8.0,0.0
2392.0,8.0,688.0,8.0,0.684
2392.0,8.0,704.0,8.0,0.68
2392.0,8.0,720.0,8.0,0.672
2392.0,8.0,736.0,8.0,0.664
2392.0,8.0,752.0,8.0,0.656
2392.0,8.0,768.0,8.0,0.0
2392.0,8.0,784.0,8.0,0.0
2392.0,8.0,800.0,8.0,0.632
2392.0,8.0,816.0,8.0,0.62
2392.0,8.0,832.0,8.0,0.612
2392.0,8.0,848.0,8.0,0.0
2392.0,8.0,864.0,8.0,0.0
2392.0,8.0,880.0,8.0,0.0
2392.0,8.0,896.0,8.0,0.0
2392.0,8.0,912.0,8.0,0.58
2392.0,8.0,928.0,8.0,0.0
2392.0,8.0,944.0,8.0,0.5640000000000001
2392.0,8.0,960.0,8.0,0.552
2392.0,8.0,976.0,8.0,0.548
2392.0,8.0,992.0,8.0,0.54
2392.0,8.0,1008.0,8.0,0.0
2392.0,8.0,1024.0,8.0,0.0
2392.0,8.0,1040.0,8.0,0.0
2392.0,8.0,1056.0,8.0,0.512
2392.0,8.0,1072.0,8.0,0.504
2392.0,8.0,1088.0,8.0,0.5
2392.0,8.0,1104.0,8.0,0.0
2392.0,8.0,1120.0,8.0,0.0
2392.0,8.0,1136.0,8.0,0.0
2392.0,8.0,1152.0,8.0,0.0
2392.0,8.0,1168.0,8.0,0.456
2392.0,8.0,1184.0,8.0,0.448
2392.0,8.0,1200.0,8.0,0.44
2392.0,8.0,1216.0,8.0,0.0
2392.0,8.0,1232.0,8.0,0.428
2392.0,8.0,1248.0,8.0,0.42
2392.0,8.0,1264.0,8.0,0.41600000000000004
2392.0,8.0,1280.0,8.0,0.40800000000000003
2392.0,8.0,1296.0,8.0,0.4
2392.0,8.0,1312.0,8.0,0.396
2392.0,8.0,1328.0,8.0,0.388
2392.0,8.0,1344.0,8.0,0.38
2392.0,8.0,1360.0,8.0,0.376
2392.0,8.0,1376.0,8.0,0.368
2392.0,8.0,1392.0,8.0,0.364
2392.0,8.0,1408.0,8.0,0.356
2392.0,8.0,1424.0,8.0,0.34800000000000003
2392.0,8.0,1440.0,8.0,0.34400000000000003
2392.0,8.0,1456.0,8.0,0.34
2392.0,8.0,1472.0,8.0,0.336
2392.0,8.0,1488.0,8.0,0.328
2392.0,8.0,1504.0,8.0,0.32
2392.0,8.0,1520.0,8.0,0.312
2392.0,8.0,1536.0,8.0,0.0
2392.0,8.0,1552.0,8.0,0.0
2392.0,8.0,1568.0,8.0,0.296
2392.0,8.0,1584.0,8.0,0.292
2392.0,8.0,1600.0,8.0,0.0
2392.0,8.0,1616.0,8.0,0.0
2392.0,8.0,1632.0,8.0,0.276
2392.0,8.0,1648.0,8.0,0.272
2392.0,8.0,1664.0,8.0,0.264
2392.0,8.0,1680.0,8.0,0.26
2392.0,8.0,1696.0,8.0,0.256
2392.0,8.0,1712.0,8.0,0.248
2392.0,8.0,1728.0,8.0,0.244
2392.0,8.0,1744.0,8.0,0.23600000000000002
2392.0,8.0,1760.0,8.0,0.232
2392.0,8.0,1776.0,8.0,0.0
2392.0,8.0,1792.0,8.0,0.0
2392.0,8.0,1808.0,8.0,0.0
2392.0,8.0,1824.0,8.0,0.216
2392.0,8.0,1840.0,8.0,0.212
2392.0,8.0,1856.0,8.0,0.20800000000000002
2392.0,8.0,1872.0,8.0,0.20400000000000001
2392.0,8.0,1888.0,8.0,0.196
2392.0,8.0,1904.0,8.0,0.192
2392.0,8.0,1920.0,8.0,0.184
2392.0,8.0,1936.0,8.0,0.18
2392.0,8.0,1952.0,8.0,0.17200000000000001
2392.0,8.0,1968.0,8.0,0.168
2392.0,8.0,1984.0,8.0,0.164
2392.0,8.0,2000.0,8.0,0.156
2392.0,8.0,2016.0,8.0,0.152
2392.0,8.0,2032.0,8.0,0.148
2392.0,8.0,2048.0,8.0,0.14400000000000002
2392.0,8.0,2064.0,8.0,0.14
2392.0,8.0,2080.0,8.0,0.136
2392.0,8.0,2096.0,8.0,0.128
2392.0,8.0,2112.0,8.0,0.124
2392.0,8.0,2128.0,8.0,0.12
2392.0,8.0,2144.0,8.0,0.112
2392.0,8.0,2160.0,8.0,0.108
2392.0,8.0,2176.0,8.0,0.1
2392.0,8.0,2192.0,8.0,0.096
2392.0,8.0,2208.0,8.0,0.092
2392.0,8.0,2224.0,8.0,0.092
2392.0,8.0,2240.0,8.0,0.088
2392.0,8.0,2256.0,8.0,0.08
2392.0,8.0,2272.0,8.0,0.076
2392.0,8.0,2288.0,8.0,0.068
2392.0,8.0,2304.0,8.0,0.06
2392.0,8.0,2320.0,8.0,0.052000000000000005
2392.0,8.0,2336.0,8.0,0.048
2392.0,8.0,2352.0,8.0,0.04
2392.0,8.0,2368.0,8.0,0.04
2392.0,8.0,2384.0,8.0,0.036000000000000004
2392.0,8.0,2400.0,8.0,0.036000000000000004
2392.0,8.0,2416.0,8.0,0.04
2392.0,8.0,2432.0,8.0,0.04
2392.0,8.0,2448.0,8.0,0.048
2392.0,8.0,2464.0,8.0,0.052000000000000005
2392.0,8.0,2480.0,8.0,0.06
2392.0,8.0,2496.0,8.0,0.064
2392.0,8.0,2512.0,8.0,0.068
2392.0,8.0,2528.0,8.0,0.07200000000000001
2392.0,8.0,2544.0,8.0,0.07200000000000001
2392.0,8.0,2560.0,8.0,0.076
2392.0,8.0,2576.0,8.0,0.076
2392.0,8.0,2592.0,8.0,0.084
2392.0,8.0,2608.0,8.0,0.088
2392.0,8.0,2624.0,8.0,0.092
2392.0,8.0,2640.0,8.0,0.128
2392.0,8.0,2656.0,8.0,0.132
2392.0,8.0,2672.0,8.0,0.136
2392.0,8.0,2688.0,8.0,0.112
2392.0,8.0,2704.0,8.0,0.112
2392.0,8.0,2720.0,8.0,0.116
2392.0,8.0,2736.0,8.0,0.12
2392.0,8.0,2752.0,8.0,0.128
2392.0,8.0,2768.0,8.0,0.18
2392.0,8.0,2784.0,8.0,0.184
2392.0,8.0,2800.0,8.0,0.188
2392.0,8.0,2816.0,8.0,0.14400000000000002
2392.0,8.0,2832.0,8.0,0.196
2392.0,8.0,2848.0,8.0,0.2
2392.0,8.0,2864.0,8.0,0.26
2392.0,8.0,2880.0,8.0,0.268
2392.0,8.0,2896.0,8.0,0.256
2392.0,8.0,2912.0,8.0,0.256
2392.0,8.0,2928.0,8.0,0.26
2392.0,8.0,2944.0,8.0,0.264
2392.0,8.0,2960.0,8.0,0.272
2392.0,8.0,2976.0,8.0,0.308
